job_id,title,created,keyword,skills
5370473744,Head of Data Science & AI,2025-08-27T13:54:20,data science,CloudZero
5377378366,Manager Data Science,2025-09-01T05:09:31,data science,AWS
5377378366,Manager Data Science,2025-09-01T05:09:31,data science,Python
5377378366,Manager Data Science,2025-09-01T05:09:31,data science,Docker
5377378366,Manager Data Science,2025-09-01T05:09:31,data science,statistical modeling
5377378366,Manager Data Science,2025-09-01T05:09:31,data science,relational database
5377612498,Manager Data Science,2025-09-01T08:00:59,data science,There are no relevant technical tools
5377612498,Manager Data Science,2025-09-01T08:00:59,data science,programming languages
5377612498,Manager Data Science,2025-09-01T08:00:59,data science,or software in the provided list.
5377612540,Manager Data Science,2025-09-01T08:00:59,data science,There are no relevant technical tools
5377612540,Manager Data Science,2025-09-01T08:00:59,data science,programming languages
5377612540,Manager Data Science,2025-09-01T08:00:59,data science,or software in the provided list.
5377378647,Manager Data Science,2025-09-01T05:09:33,data science,There are no specific technical tools
5377378647,Manager Data Science,2025-09-01T05:09:33,data science,programming languages
5377378647,Manager Data Science,2025-09-01T05:09:33,data science,or software mentioned in the provided list. The terms included are more related to job titles
5377378647,Manager Data Science,2025-09-01T05:09:33,data science,industries
5377378647,Manager Data Science,2025-09-01T05:09:33,data science,and vague concepts rather than specific technologies or programming languages.
5371979061,"Data Science Manager, Journeyman (USCG)",2025-08-28T14:02:19,data science,The provided text does not contain any specific names of technical tools
5371979061,"Data Science Manager, Journeyman (USCG)",2025-08-28T14:02:19,data science,programming languages
5371979061,"Data Science Manager, Journeyman (USCG)",2025-08-28T14:02:19,data science,or software relevant to jobs. It primarily describes a job role and responsibilities without mentioning any specific technologies or programming languages. Therefore
5371979061,"Data Science Manager, Journeyman (USCG)",2025-08-28T14:02:19,data science,there are no relevant names to extract.
5377610458,"Senior Manager, Data Science",2025-09-01T08:00:47,data science,There are no relevant technical tools
5377610458,"Senior Manager, Data Science",2025-09-01T08:00:47,data science,programming languages
5377610458,"Senior Manager, Data Science",2025-09-01T08:00:47,data science,or software mentioned in the provided list.
5377612981,"Senior Manager, Data Science",2025-09-01T08:01:02,data science,There are no specific technical tools
5377612981,"Senior Manager, Data Science",2025-09-01T08:01:02,data science,programming languages
5377612981,"Senior Manager, Data Science",2025-09-01T08:01:02,data science,or software mentioned in the provided list.
5379074621,NCU Instructor - Data Science (2025-0088),2025-09-01T23:22:16,data science,There are no relevant technical tools
5379074621,NCU Instructor - Data Science (2025-0088),2025-09-01T23:22:16,data science,programming languages
5379074621,NCU Instructor - Data Science (2025-0088),2025-09-01T23:22:16,data science,or software mentioned in the provided text.
5377609347,"Director, Data Science - Model Risk",2025-09-01T08:00:40,data science,There are no relevant technical tools
5377609347,"Director, Data Science - Model Risk",2025-09-01T08:00:40,data science,programming languages
5377609347,"Director, Data Science - Model Risk",2025-09-01T08:00:40,data science,or software in the provided list.
5377605291,"Director, Data Science - Model Risk",2025-09-01T08:00:13,data science,There are no relevant technical tools
5377605291,"Director, Data Science - Model Risk",2025-09-01T08:00:13,data science,programming languages
5377605291,"Director, Data Science - Model Risk",2025-09-01T08:00:13,data science,or software in the provided list.
5377612708,"Director, Data Science - Model Risk",2025-09-01T08:01:00,data science,There are no relevant technical tools
5377612708,"Director, Data Science - Model Risk",2025-09-01T08:01:00,data science,programming languages
5377612708,"Director, Data Science - Model Risk",2025-09-01T08:01:00,data science,or software in the provided list.
5377380579,"Manager, Data Science - Financial Services",2025-09-01T05:09:46,data science,There are no relevant technical tools
5377380579,"Manager, Data Science - Financial Services",2025-09-01T05:09:46,data science,programming languages
5377380579,"Manager, Data Science - Financial Services",2025-09-01T05:09:46,data science,or software in the provided list.
5377378836,"Senior Manager, Data Science",2025-09-01T05:09:34,data science,There are no relevant technical tools
5377378836,"Senior Manager, Data Science",2025-09-01T05:09:34,data science,programming languages
5377378836,"Senior Manager, Data Science",2025-09-01T05:09:34,data science,or software mentioned in the provided list.
5374402291,Data Science Analyst,2025-08-29T17:41:25,data science,AWS
5374402291,Data Science Analyst,2025-08-29T17:41:25,data science,Python
5374402291,Data Science Analyst,2025-08-29T17:41:25,data science,Docker
5374402291,Data Science Analyst,2025-08-29T17:41:25,data science,AI
5374402291,Data Science Analyst,2025-08-29T17:41:25,data science,analytics
5374453640,Data Science Analyst,2025-08-29T17:53:26,data science,AWS
5374453640,Data Science Analyst,2025-08-29T17:53:26,data science,Python
5374453640,Data Science Analyst,2025-08-29T17:53:26,data science,Docker
5374453640,Data Science Analyst,2025-08-29T17:53:26,data science,AI
5374453640,Data Science Analyst,2025-08-29T17:53:26,data science,analytics
5374453640,Data Science Analyst,2025-08-29T17:53:26,data science,intelligent automation
5374384020,Data Science Analyst,2025-08-29T17:36:28,data science,AWS
5374384020,Data Science Analyst,2025-08-29T17:36:28,data science,Python
5374384020,Data Science Analyst,2025-08-29T17:36:28,data science,Docker
5374384020,Data Science Analyst,2025-08-29T17:36:28,data science,AI
5374384020,Data Science Analyst,2025-08-29T17:36:28,data science,analytics
5374384020,Data Science Analyst,2025-08-29T17:36:28,data science,intelligent automation
5375738170,Data Science Specialist,2025-08-30T17:35:08,data science,The provided list does not contain any specific technical tools
5375738170,Data Science Specialist,2025-08-30T17:35:08,data science,programming languages
5375738170,Data Science Specialist,2025-08-30T17:35:08,data science,or software relevant to jobs. Therefore
5375738170,Data Science Specialist,2025-08-30T17:35:08,data science,there are no names to extract.
5376238486,"Distinguished, Data Science",2025-08-31T08:09:33,data science,AWS
5376238486,"Distinguished, Data Science",2025-08-31T08:09:33,data science,Python
5376238486,"Distinguished, Data Science",2025-08-31T08:09:33,data science,Docker
5376238486,"Distinguished, Data Science",2025-08-31T08:09:33,data science,AI
5376238486,"Distinguished, Data Science",2025-08-31T08:09:33,data science,LLM
5377379511,"Director, Data Science - Model Risk",2025-09-01T05:09:39,data science,There are no relevant technical tools
5377379511,"Director, Data Science - Model Risk",2025-09-01T05:09:39,data science,programming languages
5377379511,"Director, Data Science - Model Risk",2025-09-01T05:09:39,data science,or software mentioned in the provided list.
5377378652,"Director, Data Science - Model Risk",2025-09-01T05:09:33,data science,There are no relevant technical tools
5377378652,"Director, Data Science - Model Risk",2025-09-01T05:09:33,data science,programming languages
5377378652,"Director, Data Science - Model Risk",2025-09-01T05:09:33,data science,or software in the provided list.
5377378658,"Manager, Data Science - GenAI Digital Assistant",2025-09-01T05:09:33,data science,There are no specific technical tools
5377378658,"Manager, Data Science - GenAI Digital Assistant",2025-09-01T05:09:33,data science,programming languages
5377378658,"Manager, Data Science - GenAI Digital Assistant",2025-09-01T05:09:33,data science,or software mentioned in the provided list.
5377379387,"Principal Associate, Data Science - Financial Services",2025-09-01T05:09:38,data science,There are no relevant technical tools
5377379387,"Principal Associate, Data Science - Financial Services",2025-09-01T05:09:38,data science,programming languages
5377379387,"Principal Associate, Data Science - Financial Services",2025-09-01T05:09:38,data science,or software mentioned in the provided list.
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,Cint
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,Python
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,SQL
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,Spark
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,Hadoop
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,Databricks
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,machine learning
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,statistical models
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,advanced statistical techniques
4291581489,Staff Data Scientist,2025-08-27T04:30:13,data science,scikit-learn
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,SQL
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Snowflake
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Supabase
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Sigma
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Tableau
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Power BI
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Salesforce
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Creatio
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Hubspot
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Python
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,Dagster
4288312737,Data Analyst 70-87K DOE,2025-08-18T14:34:50,data science,dbt
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,AWS
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,Python
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,Docker
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,Tableau
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,Power BI
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,ArcGIS
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,Looker
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,MicroStrategy
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,SQL
4292363428,Data Analyst - Entry Level,2025-08-28T10:03:53,data science,machine learning
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,AWS
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,Python
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,Docker
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,machine learning
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,data management
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,data transformation
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,statistical tools
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,ML applications
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,data visualization
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,Excel
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,Tableau
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,SQL
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,Predictive Analysis
4294068069,Data Analyst (Entry-Mid),2025-09-02T05:30:24,data science,data mining
4293610425,SAS Data Analyst,2025-09-03T06:24:31,data science,SQL
4293610425,SAS Data Analyst,2025-09-03T06:24:31,data science,SAS
4293632384,Data Analyst,2025-09-03T10:41:38,data science,Python
4293632384,Data Analyst,2025-09-03T10:41:38,data science,SQL
4293632384,Data Analyst,2025-09-03T10:41:38,data science,SQL Server
4293632384,Data Analyst,2025-09-03T10:41:38,data science,Pandas
4293632384,Data Analyst,2025-09-03T10:41:38,data science,Polars
4293632384,Data Analyst,2025-09-03T10:41:38,data science,MS Excel
4293632384,Data Analyst,2025-09-03T10:41:38,data science,Power BI
4293632384,Data Analyst,2025-09-03T10:41:38,data science,Tableau
4293632384,Data Analyst,2025-09-03T10:41:38,data science,DataCamp
4294854812,Data Analyst,2025-09-03T11:20:01,data science,Python
4294854812,Data Analyst,2025-09-03T11:20:01,data science,R
4294854812,Data Analyst,2025-09-03T11:20:01,data science,SQL
4294854812,Data Analyst,2025-09-03T11:20:01,data science,Excel
4294854812,Data Analyst,2025-09-03T11:20:01,data science,Tableau
4294854812,Data Analyst,2025-09-03T11:20:01,data science,Power BI
4289267694,Data Reporting Analyst,2025-08-21T06:03:00,data science,Excel
4289267694,Data Reporting Analyst,2025-08-21T06:03:00,data science,BI tools
4289267694,Data Reporting Analyst,2025-08-21T06:03:00,data science,Tableau
4289267694,Data Reporting Analyst,2025-08-21T06:03:00,data science,SQL
4289267694,Data Reporting Analyst,2025-08-21T06:03:00,data science,ERP
4289267694,Data Reporting Analyst,2025-08-21T06:03:00,data science,NetSuite
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,AWS
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Azure
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,GCP
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,SQL
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,ETL
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,ELT
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,AWS Redshift
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Azure Synapse
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Google BigQuery
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Snowflake
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Kafka
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Kinesis
4294838571,Data Analyst with E-commerce,2025-09-03T10:32:27,data science,Spark Streaming
4292204774,Business Intelligence Architect,2025-09-01T08:33:37,data science,Power BI
4292204774,Business Intelligence Architect,2025-09-01T08:33:37,data science,Excel
4292204774,Business Intelligence Architect,2025-09-01T08:33:37,data science,SSIS
4292204774,Business Intelligence Architect,2025-09-01T08:33:37,data science,SSAS
4292204774,Business Intelligence Architect,2025-09-01T08:33:37,data science,SSRS
4292204774,Business Intelligence Architect,2025-09-01T08:33:37,data science,SQL
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,AWS
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,Python
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,R
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,Java
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,SQL
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,Tableau
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,Power BI
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,matplotlib
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,Hadoop
4283614043,Senior Data Analyst,2025-08-15T06:31:35,data science,Spark
4286941822,Sr. Data Analyst | Full-Time | Corporate,2025-08-15T10:48:52,data science,AWS
4286941822,Sr. Data Analyst | Full-Time | Corporate,2025-08-15T10:48:52,data science,Python
4286941822,Sr. Data Analyst | Full-Time | Corporate,2025-08-15T10:48:52,data science,Docker
4286941822,Sr. Data Analyst | Full-Time | Corporate,2025-08-15T10:48:52,data science,R
4286941822,Sr. Data Analyst | Full-Time | Corporate,2025-08-15T10:48:52,data science,Azure
4286941822,Sr. Data Analyst | Full-Time | Corporate,2025-08-15T10:48:52,data science,Databricks
4294625083,Data Analyst,2025-09-02T11:00:34,data science,AWS
4294625083,Data Analyst,2025-09-02T11:00:34,data science,Python
4294625083,Data Analyst,2025-09-02T11:00:34,data science,Docker
4294625083,Data Analyst,2025-09-02T11:00:34,data science,data workflows
4294625083,Data Analyst,2025-09-02T11:00:34,data science,data management processes
4294625083,Data Analyst,2025-09-02T11:00:34,data science,modeling
4294625083,Data Analyst,2025-09-02T11:00:34,data science,mapping
4294625083,Data Analyst,2025-09-02T11:00:34,data science,data dictionaries
4294625083,Data Analyst,2025-09-02T11:00:34,data science,business requirement documents
4294625083,Data Analyst,2025-09-02T11:00:34,data science,visual data models
4294625083,Data Analyst,2025-09-02T11:00:34,data science,dashboards
4291637108,Data Analyst,2025-08-26T11:16:36,data science,R
4291637108,Data Analyst,2025-08-26T11:16:36,data science,Python
4291637108,Data Analyst,2025-08-26T11:16:36,data science,SQL
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,AWS
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,Salesforce
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,Tableau
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,Power BI
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,Excel
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,Python
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,R
4293630286,Data and Product Analyst,2025-09-03T10:15:06,data science,SQL
4294647931,Machine Learning Engineer,2025-09-02T13:03:30,data science,Python
4294647931,Machine Learning Engineer,2025-09-02T13:03:30,data science,TensorFlow
4294647931,Machine Learning Engineer,2025-09-02T13:03:30,data science,PyTorch
4294647931,Machine Learning Engineer,2025-09-02T13:03:30,data science,LLMs
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,Python
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,Machine Learning
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,Upstart Machine Learning
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,algorithms
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,models
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,data engineering
4192772885,Machine Learning Engineer,2025-03-27T12:54:52,data science,machine learning platform
4294825457,MLOps / Machine Learning Infrastructure Engineer,2025-09-03T09:38:21,data science,Python
4294825457,MLOps / Machine Learning Infrastructure Engineer,2025-09-03T09:38:21,data science,MLflow
4294825457,MLOps / Machine Learning Infrastructure Engineer,2025-09-03T09:38:21,data science,Weights
4294825457,MLOps / Machine Learning Infrastructure Engineer,2025-09-03T09:38:21,data science,Biases
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,Python
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,PyTorch
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,TensorFlow
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,MLOps
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,Kubeflow
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,MLflow
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,SageMaker
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,AWS
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,GCP
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,Azure
4293548984,Machine Learning Engineer (Required experience in Lidar/ Point cloud),2025-08-31T23:56:46,data science,C++
